GC_RPG,CULTURE,Surface_ha,cell,rupromax,rupromin,rupro,hcc,pro
18,Prairie permanente,0.356029484200105,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.799190860257903,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,5.13960537651424,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.47054170143865,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.120597032882797,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.106683922334574,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,1.20872275349386,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.69748703349632,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,2.2220003505379,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,1.6942460160743,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,2.14529272814598,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.189598964530593,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.512604661115271,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.374338955349103,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.374338955349103,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.678263627566537,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.61617713012393,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.990333905738668,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.479193862754712,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.949106197092822,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.949106197092822,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.389609972429317,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.174360683434422,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.833939495627231,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,1.97557198609276,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.50043926852704,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.244097282151878,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.715208296128025,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.526973012219928,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.64522892530634,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.49246758021685,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.858943969469704,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.43037151438277,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.5408176071492,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,4.48576837762737,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.454236496290353,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,1.44330876318652,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,5.78350625659534,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.408456473399792,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,8.02927881294661,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.490236210362788,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.134638168225531,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.84019405974215,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.554427601005509,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.27811250222099,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,2.32008095562492,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.167192164715938,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.397033458216721,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.181115008105233,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.505063457531575,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.254364088292699,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.921238336984813,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.73111772102837,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.291750558896596,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.589101838014461,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.310670058682188,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,0.298573573330953,8512,81.85,76.6,79.8,34.2,42
18,Prairie permanente,1.74857142231251,8519,216.6,186.94,187.76,36.3,87
18,Prairie permanente,1.89663560994846,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.914470782004762,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.306198577950549,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.917490345594194,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.248376640926626,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.187800038634986,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.59916919706248,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.044123166688229,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.868668101306492,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.668562007724051,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.763057480439358,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.571192692858726,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.0974228534087539,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.04683159311493,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,2.1673233687398,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.08807120835404,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.764343299697712,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.889514404247329,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.68444768368064,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.8260103924809,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,3.52597935536038,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.57240283193502,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,0.795426623432664,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.920218724421812,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.17358191092224,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.583754172464804,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.488664179291576,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.847083754929155,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.01006990059014,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,6.80506490450841,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.417886761422548,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.941212073647697,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.270006657435279,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.593741318911081,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.105393601469521,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.164653024443844,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.693951249197964,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.0629908628759702,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.798297882960172,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.98803318882943,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.29109353469357,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.957433566174284,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.249334251870844,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.44098436671763,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,3.09594174830611,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.608022782380972,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.963573650201672,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,2.19857597216623,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.250605876686517,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.99243677460162,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.59418685786463,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.308426998584284,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,1.79757440291137,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.545351498021931,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.120044340150992,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,5.54787545240499,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,5.54787545240499,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.62119927303647,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,2.60229407867854,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,2.3665180661088,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.307736921320017,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.794773928394727,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.843678805795312,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.79720534380786,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.73439132308832,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.773248540799692,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.259559951556614,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.28212741385767,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.641143520338088,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.934636893267673,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,1.00455558207545,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.380739098061342,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.501545144813135,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.594961586052412,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.35321581497379,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.987188106196808,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.415138303656271,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.135558623890392,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.75104201480585,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.920993662285717,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.890300357574038,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.597898435053101,8518,216.6,76.6,146.35,34.25,76
18,Prairie permanente,1.8510025904268,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.734031924672285,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.15712825985587,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,3.4887569436545,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,2.97167267442719,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,2.97167267442719,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.915862960683554,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,16.4132259165905,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.135390343839303,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.110242241171638,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.626912437081337,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.800794110014197,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.293264869185071,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,1.1443792930017,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.34735273254565,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,1.1603375187766,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,4.29269683162712,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.23159177823941,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.23159177823941,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.68666837185621,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.146402625202085,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.789660749846383,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.789660749846383,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.19655363861341,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.38232005746178,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.38232005746178,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.355583396068402,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.49883053902912,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.792248490227945,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.745548148396108,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.634379083325248,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.03985181148457,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.60858319118023,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.300872468257509,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.529418317754567,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.956978127529519,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.50912607644051,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.33776980968493,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.06230348129249,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.13583698935411,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.106485493542405,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.106485493542405,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.08692997050881,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,7.53759455062272,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.0829879800689872,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.847227690781548,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.549987361160341,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.357488109478354,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.549807630881853,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.936889011379052,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.85820730439052,8607,86.22,76.6,79.35,34.18,42
18,Prairie permanente,0.98518376164455,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.331234491224587,8518,216.6,76.6,146.35,34.25,76
18,Prairie permanente,0.95635660349559,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.281399741073884,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.668810383954644,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.668810383954644,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.675810919045191,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.0166603046067059,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.584608390228706,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,1.04199466332158,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.179323303550191,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.923211101451516,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.10531124088764,8519,216.6,186.94,187.76,36.3,87
18,Prairie permanente,0.41992505413671,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.817474363022305,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.213886892913096,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.329049452000484,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.967589811362699,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.541846527373046,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.60581885887698,8606,86.22,76.6,81.37,34.14,43
18,Prairie permanente,0.172760649840347,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.213171884125471,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.106005046575889,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.543590207150557,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.487401564394496,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.188268782252818,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.37233593798934,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.133128329096256,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.764276257272932,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.15244307172824,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.53230311068825,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.206124967834871,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.25802934030969,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.33710090028387,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.203955468471935,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,29.0765662718677,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,29.0765662718677,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,29.0765662718677,8518,216.6,76.6,146.35,34.25,76
18,Prairie permanente,1.46187202989422,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.32701056817714,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.940714485189132,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.36167065489246,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.65436818359643,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.390602882111818,8603,86.22,76.6,81.35,34.14,43
18,Prairie permanente,0.377848167738513,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.326029455902381,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.724154821347393,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,1.41461167140136,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.520549230000004,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.0748645475286939,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.564622118920577,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.80551581991398,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,0.080503590459004,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.647150380947298,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,1.09716462069531,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.212222985676862,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.304506557532866,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.16692616385892,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.247638060279476,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.469690239434317,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.288026249551773,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.98513241023384,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.977797489186842,8429,216.6,111.16,140.45,34.06,74
18,Prairie permanente,1.58790970155131,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.829703922517155,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.748654011843121,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.33864548235277,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.00564732345343,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.231237866645842,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,4.44052805046923,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.9699644719556,8519,216.6,186.94,187.76,36.3,87
18,Prairie permanente,2.37310752530912,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.136804046430252,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.155170360066695,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.558037813400617,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.04667489768444,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.268001557936519,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.62172785396735,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,1.21527125878831,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.687815397591086,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,1.32115821909215,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.308447040091362,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.0573711427854707,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.0487500096094271,8430,216.6,186.94,183.8,36.39,84
18,Prairie permanente,0.572981668691192,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.709637082312722,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.683329134693183,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.48379427727,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.515687097647041,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.406339481984265,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,3.11933076238856,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.23564503205976,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.520897615354834,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,3.42376045793603,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.75497933531473,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.637153983637085,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,35.1783428545669,8518,216.6,76.6,146.35,34.25,76
18,Prairie permanente,0.119400754836202,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.786327278037395,8605,86.22,76.6,81.69,34.14,43
18,Prairie permanente,0.850330222453096,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.45591719706687,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.415092882035035,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.353796454681653,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.4717888411579,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.256381362920627,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.256381362920627,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.0183397827487439,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.56385811871982,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.362050044477824,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.82640736284191,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.252967755367362,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.319250916302414,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.84242381640001,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.989147632431652,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.430712981808931,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.642383530993946,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.422488840438542,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.31005065453909,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.594533149459958,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.374141160569387,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.804794914646447,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.386547055826746,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.845052478470397,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.502914362706058,8427,216.6,76.6,112.4,33.91,60
18,Prairie permanente,0.505735237500072,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.907921307275398,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.692215077674633,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.0412599146889523,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.699190630131023,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.84249749638842,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.402443856649566,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.115207900500949,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.31670064981813,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.485747530599905,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.37597012668289,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.50407440434905,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.01256587161175,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.24538785044197,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,0.300991023218259,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,2.63566654640099,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,10.4064680406609,8512,81.85,76.6,79.8,34.2,42
18,Prairie permanente,0.525932673207624,8512,81.85,76.6,79.8,34.2,42
18,Prairie permanente,1.62843143401053,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.272547276148405,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.08050427321643,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.391130270924047,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.216680018707737,8512,81.85,76.6,79.8,34.2,42
18,Prairie permanente,0.432491226318846,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.86840676599592,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,7.46738838600477,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.228951676936075,8513,81.85,76.6,80.48,34.2,42
18,Prairie permanente,0.808619215442613,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.808619215442613,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,1.45775812697383,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.210773532243399,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.38765148021132,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.228029174495965,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.665649446762062,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.939962644693628,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.83985567975603,8514,81.85,76.6,77.39,34.23,40
18,Prairie permanente,2.59016306037544,8516,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.631421839966066,8517,76.6,76.6,76.6,34.24,40
18,Prairie permanente,3.0669239241235,8426,76.6,76.6,76.6,34.24,40
18,Prairie permanente,0.168299575679377,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,3.51870396735137,8515,76.6,76.6,76.96,34.24,40
18,Prairie permanente,0.957954720183648,8426,76.6,76.6,76.6,34.24,40
